Name,Address,Phone number,Website,Rating,Number of ratings,Governorate,location Link,Plus code,Latitude,Longitude,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Photo 6,Photo 7,Photo 8,Photo 9,Photo 10,Photo 11,Photo 12,Photo 13,Photo 14,Photo 15,Photo 16,Photo 17,Photo 18,Photo 19,Photo 20,Category,Region,Place description
Egyptian Cafe,"297Q+5F7, Al Mansoura - Mit Ghamr Rd, Menyat Sandoub, El Mansoura, Dakahlia Governorate 7633672",010 11991340,Not available,3.5,20,Dakahlia,https://maps.app.goo.gl/4rCW7XhbmQHa6Tqx6,not available,31.00875,31.37875,,,,,,,,,,,,,,,,,,,,,Cafe,Dakahlia,Cafe
On the runn cafe,"W7GJ+F9Q، طريق ميت غمر - طلخا، مركز أج، الدقهلية،, Aga",not available,Not available,5.0,2,Dakahlia,https://maps.app.goo.gl/e15f6QVnYoxD4W2P8,not available,30.942813,31.282312,https://lh5.googleusercontent.com/p/AF1QipMZ8r1u0sKBtSY9R0nINr5x0ZOURp-3WXtRPJxa,https://lh5.googleusercontent.com/p/AF1QipMpe_0VasBtVqg2ZzjBJU77WbIugqtYrSDL7VHl,https://lh5.googleusercontent.com/p/AF1QipO-ruf7dzEUUXG5oi8y3u-0WRoeOvPy8fhPL0l1,https://lh5.googleusercontent.com/p/AF1QipOhnoOcvQ7MbyP8S5wHtk4orNZl6_T4nyYo6M6d,https://lh5.googleusercontent.com/p/AF1QipPyjrnoF8VDH1z7eQQxLY5RBt9mEKk_r0EOu7MW,//:0,https://lh5.googleusercontent.com/p/AF1QipOIang8wRJaPvMSEO57Babpk1wuE7Rb4Y69_ksL,https://lh5.googleusercontent.com/p/AF1QipP7Arn0_G75svC9_erOOlB9cOJdE0BW66fhpdie,//:0,https://lh5.googleusercontent.com/p/AF1QipPS8TbYJY6iffWV8qsQoyRJLEajTrNDZqgX-R-P,https://lh5.googleusercontent.com/p/AF1QipPV9l6Q_zSoU8Mzu9tRlqEvtDDEE_CoTghBGCNn,https://lh5.googleusercontent.com/p/AF1QipM8Qbvy1nmdY-Fg4qDTOZHmZsRry1ZurKCsLg1D,//:0,https://lh5.googleusercontent.com/p/AF1QipN4n7ZWkOVw3-rjrDVXWPHrKABGmO4ht_ziCYJn,https://lh5.googleusercontent.com/p/AF1QipOjI3q3cjh827rYnmz4fbyxeADj0R3rXNobA4UD,//:0,https://lh5.googleusercontent.com/p/AF1QipPEYwwTUQe2RrUf1EY43MXvReoZSKZBtd2q-mR2,https://lh5.googleusercontent.com/p/AF1QipMO_poQfgsZK2f8D9apa8filLD23IKY7yQE6DZ_,,,Cafe,Dakahlia,Coffee shop
Costa Coffee,"29W4+992, Mit Khamis WA Kafr Al Mougi, El Mansoura 1, Dakahlia Governorate 7650040",not available,Not available,4.1,"1,028",Dakahlia,https://maps.app.goo.gl/Dt5yLY15PTze98TN9,not available,31.045938,31.355938,https://lh5.googleusercontent.com/p/AF1QipNLS7K4dbQz87mvsvFpvNK9HgN5tooG93fqZZYx,https://lh5.googleusercontent.com/p/AF1QipMQS7AfwyhEKcMTYoiJ5HrEd4O4T7xsSagiYsEC,//:0,https://lh5.googleusercontent.com/p/AF1QipNo-QVqRPytrWXY1OqilbQWgHNlP0VHPr2a1JK1,https://lh5.googleusercontent.com/p/AF1QipOKUsILKY1ez5o3_u9NV1GKyEzGisUs-4dybCF2,,//:0,https://lh5.googleusercontent.com/p/AF1QipMGDy15K0dDd_4spUy8QvCLRvhvcm2-8l0hDN-B,https://lh5.googleusercontent.com/p/AF1QipOon8UjaNUcqoB-GbYNZXcyuSPwHSswTwUad16I,//:0,https://lh5.googleusercontent.com/p/AF1QipM8FWvfU8ktj1ehddg0ecpyuQdQeLSxzDpJFunA,https://lh5.googleusercontent.com/p/AF1QipNfK8Y-1iz2DXMCzwEiqKahEyM8NTAfI0ZXCz5O,//:0,https://lh5.googleusercontent.com/p/AF1QipOUnxB8kkEP_Wa7pugwqU3DgIsGKczPXJxR6bbR,https://lh5.googleusercontent.com/p/AF1QipNHwZ5einIpW1wPd0vaRTraxgw_xVAPlx1mRU3V,//:0,https://lh5.googleusercontent.com/p/AF1QipPfepM82ws5e3CcH_FzBO6Ak7Stp1GWOfE4jWoy,https://lh5.googleusercontent.com/p/AF1QipPYrVPsobS1PYWEFNHtSDm6ta9eS5MmKWOuDp3J,https://lh5.googleusercontent.com/p/AF1QipPtb75YykZGKP5ZnTKyLrCLxIiZ6GEOst-uOEiD,https://lh5.googleusercontent.com/p/AF1QipNBsRqKh2SCI7ajHyiD7EKKi4MiZy4nDj_GYQmH,Cafe,Dakahlia,Coffee shop
Hilton Cafe,"Al Aqssa Tower, behind Olympic Village(University Stadium المهندس احمد الحسينى عيد Mit Badr Khamees, 35111, Mansoura Qism 2, El Mansoura 1, Dakahlia Governorate",29P4+RG El Mansoura 1,Not available,3.8,44,Dakahlia,https://maps.app.goo.gl/FzvX6nPBoCHovA6s8,29P4+RG El Mansoura 1,31.037062,31.356313,https://lh5.googleusercontent.com/p/AF1QipOdEaLpJ3gp1UdUTAfPGYgh_4Kxm9TMljF3mn7R,https://lh5.googleusercontent.com/p/AF1QipPVVOkg__S7vFZa9Se6-CB68Q121P_AU2bYCEre,https://lh5.googleusercontent.com/p/AF1QipOOEjvGGut66jPx092d77jspyjsQfoTD6wFgyl7,https://lh5.googleusercontent.com/p/AF1QipOKlJGq0mAAOs-8pAisK7xQs8QPWo9vjekh34r3,https://lh5.googleusercontent.com/p/AF1QipM18LJetDFi9yqhI0eRPpYa5UDE-3o9d7RRRVRP,,,,,,,,,,,,,,,,Cafe,Dakahlia,Cafe
Origo Cafe,"Gehan Al Sadat, Mansoura Qism 2, El Mansoura, Dakahlia Governorate 7650145",015 55939900,Not available,4.1,646,Dakahlia,https://maps.app.goo.gl/8cjbBXfkfTdxRzpv8,29P6+XC El Mansoura,31.037438,31.361063,//lh4.googleusercontent.com/A0WN8hGEhcqcpI519OZydUkRt2W4BUPioGKOqT2g9RTi-ZX2ne_QEkXvWBqSg_TELw,https://lh5.googleusercontent.com/p/AF1QipOjxqrXnv4kNNeEn0-j1UglenYGg1mq0WsjYgqi,https://lh5.googleusercontent.com/p/AF1QipNjHC4UiCfOgaLPkoCZcP22XSOQye4-ka_ofVBS,https://lh5.googleusercontent.com/p/AF1QipOPiZFG39mKDcMtvzkLnvyB3JOJdSoMFk8vE37I,//:0,https://lh5.googleusercontent.com/p/AF1QipM4znUFwUL105pVwD7Iox0DEBy_reXE1RjrJ33M,https://lh5.googleusercontent.com/p/AF1QipOMdGfUVNL4F6W8pCAa7ARs164IHnPD11HkpNaF,https://lh5.googleusercontent.com/p/AF1QipPyAiQ2hjeeNAK7gIdSlqhUWS_3-CIa2Wo2RyaU,//:0,https://lh5.googleusercontent.com/p/AF1QipPA6N-JanZzwRzAoWcXn-Jqt7FhWl61jOMypylW,https://lh5.googleusercontent.com/p/AF1QipNvdB0RkuKqU-QotBLHyJuoTbIkPbNEGi6XSgXl,//:0,https://lh5.googleusercontent.com/p/AF1QipP5qIljkGx8syoEapNpq_QEjR4Y9MHLJAYFAGMb,https://lh5.googleusercontent.com/p/AF1QipNJOGfwNaiv8gTZU9aPxieNfSNP2V98VIP7Vj5r,//:0,https://lh5.googleusercontent.com/p/AF1QipMWTmTb8QExV7yGq9WBz-8GWyFpi8uROE-b5nk8,https://lh5.googleusercontent.com/p/AF1QipPtygkQE78n7cQW6_Lshy74voaltVgIL74DkYt1,https://lh5.googleusercontent.com/p/AF1QipOZnweJc3rxY2IYuMU60YpCr04gcAMplPczaheM,https://lh5.googleusercontent.com/p/AF1QipO6igaucB5GCDwIP7_e_jIJ2W0PMUrArmZROymD,https://lh5.googleusercontent.com/p/AF1QipNmVKrz4N-aLGSMf9PS0Hmctqpd1yk9OcKVNsT_,Cafe,Dakahlia,Cafe
Kayan Cafe,"شارع محمد عتمان شارع الجمهورية، متفرع من Abn Lokman School Rd",29W9+4J El Mansoura 1,https://www.facebook.com/Kayan.Cofe/,5.0,2,Dakahlia,https://maps.app.goo.gl/rjW6qcdLLt7ZW1V7A,29W9+4J El Mansoura 1,31.045313,31.369062,https://lh5.googleusercontent.com/p/AF1QipMbF1E0LjAl7NRbjwZKoCmNpEZIrXARIoPFjwnr,https://lh5.googleusercontent.com/p/AF1QipNxC-6AI0uMNL1R_QvfnuR1loYZvO5km8ZMIYJG,https://lh5.googleusercontent.com/p/AF1QipO0a_4qoJZ8DMitz0TByNW4O8KR9YTroDMpZcAR,https://lh5.googleusercontent.com/p/AF1QipPL3yXPiZNhR8ga3vpLiHDfZMhrWgzOMPoP-EgR,https://lh5.googleusercontent.com/p/AF1QipMDP83jT--Dlk6VJ6IvbwztGH9Q_MmmJmD8o3V3,,,,,,,,,,,,,,,,Cafe,Dakahlia,Coffee shop
كافيه العندليب,"X8CF+8VF، طريق ميت غمر - طلخا، نوسا الغيط، مركز أج، الدقهلية،، نوسا الغيط، مركز أج، الدقهلية،, Aga",not available,Not available,4.5,48,Dakahlia,https://maps.app.goo.gl/c2qxjNQHz2bLFgpt6,not available,30.218688,31.476937,https://lh5.googleusercontent.com/p/AF1QipPLB-CmnCpLuo5NrnIXwVa4uXpjEmT585HcjWwA,https://lh5.googleusercontent.com/p/AF1QipMy4OhodeYZj35NRbSWe8vCsHTuiCnKD3UhPeNm,https://lh5.googleusercontent.com/p/AF1QipPzIqZp0v84jZmm6IW7JIOHvqmXrue3m1FaL2-i,https://lh5.googleusercontent.com/p/AF1QipNCJxPxW-rJdkBODczjg5955lNnq9gLvMDAepPz,//:0,https://lh5.googleusercontent.com/p/AF1QipOmXmLXLWeeevH-0jbIsVe5_sgVQ196COwy3WQE,https://lh5.googleusercontent.com/p/AF1QipNypD5W8gkTr3uUlbbVli8A54gBDDjV8xXZyVSG,//:0,https://lh5.googleusercontent.com/p/AF1QipMUvF7UHp9O_uwaftdCbqkZqZjoX42c2oATr45z,https://lh5.googleusercontent.com/p/AF1QipMx-Fes53P_cb0ZVruJ7c7Zzrn3zPPNuhisoD6l,https://lh5.googleusercontent.com/p/AF1QipPUg-ILvcyYA8I8i38KqQ85qUtyUwzQ-XM9N35D,https://lh5.googleusercontent.com/p/AF1QipO_ttZYgnT-QyNxL-6WGdMh8Ene8tjDC4xZ9iX6,,,,,,,,,Cafe,Dakahlia,Coffee shop
Koffie Art Specialty Cafe,"High way, Hay el gamaa, Mit Badr Khamees, El Mansoura 1, Dakahlia Governorate 7650101",not available,koffieart.com,4.6,95,Dakahlia,https://maps.app.goo.gl/QVrdeieiFfdctc8o8,29J4+99 El Mansoura 1,31.030938,31.355938,https://lh5.googleusercontent.com/p/AF1QipMMuK4eosi7qyh_LsNOAyaVmPaOPVNVG8JIhwEI,https://lh5.googleusercontent.com/p/AF1QipPuisOfc4Tmg27-sLoEegBG7MQBkwayqn59pIDw,https://lh5.googleusercontent.com/p/AF1QipNJWfaeGK0-2KT7LSMecorRFSWsGl6U0jfZL9Zl,https://lh5.googleusercontent.com/p/AF1QipMkr148d_t_R5rkxi4vvqiXGee67F0FnOX3ePX_,https://lh5.googleusercontent.com/p/AF1QipPVtBlDHAFy8fjKJKXmZmkpVk-3ySIbrjLukpRc,//:0,https://lh5.googleusercontent.com/p/AF1QipMTEsRigfJkharvB-IPBht4TVvk7w7D7PILk91O,https://lh5.googleusercontent.com/p/AF1QipOs3bnpjahZkGwQIKG5xtH1K38GdGycsmMdxO_D,https://lh5.googleusercontent.com/p/AF1QipMsPyDL3bg8j9lYItSC3M7DmQblt3xmbP3ArMPO,//:0,https://lh5.googleusercontent.com/p/AF1QipOHtJ4yt133pUxvCxouNbdDvNhiyEeWfF7xE584,https://lh5.googleusercontent.com/p/AF1QipMRV7NpY2hQPMYVV3q54VMhI4qDFoapwXP1JStv,//:0,https://lh5.googleusercontent.com/p/AF1QipPMXMHINyW6C71BRzrv_QrEuhUBNRD0gfvPXMNT,https://lh5.googleusercontent.com/p/AF1QipOO5I9qvO0Xr-rE1uq25dBVGbjIii88rJrT7cjf,//:0,https://lh5.googleusercontent.com/p/AF1QipNbVGWUbZ6VUISHBs6ATCM__UY--DdQMWIqwopv,https://lh5.googleusercontent.com/p/AF1QipOUP3hLr33v4DDYUckAAx9P5wNJVLypRnqj_Jw7,https://lh5.googleusercontent.com/p/AF1QipMorxBWmlu_np6SyVkwoAfl6lBqFUYFbOGJK69V,https://lh5.googleusercontent.com/p/AF1QipNTz4xjIjS1cQj11kQqqRVFb9otHPdzMPss1iYU,Cafe,Dakahlia,Coffee shop
Space Art Cafe,"حي الجامعة، شارع وكالة أبورية، أعلي مستشفي محمود التخصصي الدور الرابع, El Mansoura 1, Dakahlia Governorate",29P5+73 El Mansoura 1,https://www.facebook.com/spaceartcafe,4.5,119,Dakahlia,https://maps.app.goo.gl/wGCYKUQTVQQdBSSp9,29P5+73 El Mansoura 1,31.035688,31.357687,https://lh5.googleusercontent.com/p/AF1QipOjHeNkSXdDcb6-iSXjzhiUXHK_7LRm8A3u86SE,https://lh5.googleusercontent.com/p/AF1QipOr0vYm6JEC7q7XiRM14tEqYL4VnzA9od2A-rVc,https://lh5.googleusercontent.com/p/AF1QipOOda2zjM6z3peZyWa_JW4P8AP0kfofHdd4xNJT,https://lh5.googleusercontent.com/p/AF1QipMsvUITDnEcdmwYoaBsMKBPU-BT2k0_B9TVHd2N,//:0,https://lh5.googleusercontent.com/p/AF1QipOYR6ubvOrD606wd1Ea7RsABN9o3KXL8mHB_vzO,https://lh5.googleusercontent.com/p/AF1QipMdZmBYMDMzJjOEb6f5srTKMwJxYJ8ENPK-1dIg,//:0,https://lh5.googleusercontent.com/p/AF1QipONH88wJycvue_o19T-fuUE9eLLtZS-oE920teh,https://lh5.googleusercontent.com/p/AF1QipMRJyl8Y-uBpRC_RiCS2Hp4O1LeFzZoKlG3suOF,//:0,https://lh5.googleusercontent.com/p/AF1QipN-lWZodwyETQA9SwR1H33OUy7Wb6PeFWcVjDt9,https://lh5.googleusercontent.com/p/AF1QipPNeNRgDiY4_aNE7fKO_yKVymQRAv6zZBqZHqTX,//:0,https://lh5.googleusercontent.com/p/AF1QipMvohllJJxNzOYX7mjBgF7UEYWpcWaNBkb9k2Lx,https://lh5.googleusercontent.com/p/AF1QipOBOeGR9sTrtudqgNfMf09aUpg3b5OmcE5EVn6B,//:0,https://lh5.googleusercontent.com/p/AF1QipNpBSkeLubsDCTad0wdRkRvVB2Tm5Frpy3NU30V,https://lh5.googleusercontent.com/p/AF1QipPlQcLBBTELhxivLUyx9mv6_q596DMWdtsHZao1,https://lh5.googleusercontent.com/p/AF1QipMMA6eME9dKkx2w0k_SxVcufzLkcefWd6ijy5G4,Cafe,Dakahlia,Art cafe
Vibes Coffee Lounge,"29WC+VCH, Al Mashayah Al Sofleya St, Mansoura Qism 2, El Mansoura 1, Dakahlia Governorate 7650048",not available,Not available,4.1,155,Dakahlia,https://maps.app.goo.gl/qP5X6vomsTQd6LuT7,not available,31.046062,31.362313,https://lh5.googleusercontent.com/p/AF1QipN763RdUay-DZe0y_1lWb8L2WFwNYX9Cgysr3jG,https://lh5.googleusercontent.com/p/AF1QipM6WK-zwZxxlqCetJAcINaKwCd5mPW5MfS9CuWG,https://lh5.googleusercontent.com/p/AF1QipMjuSZrLUyBe17OkpoIvtgTFOEBhvg-r3gAh9Vo,https://lh5.googleusercontent.com/p/AF1QipPb1L9qcVxdJL6MYf3JgtbUciJCExgy6qZ4ZXM1,//:0,https://lh5.googleusercontent.com/p/AF1QipOhn-jRSRMhZHSpcLf-pEyAlCr_0IezQLlF6MUz,https://lh5.googleusercontent.com/p/AF1QipPhyjNPsl4um779L3IvBYR7goaYJKA4X4mxx5Wx,//:0,https://lh5.googleusercontent.com/p/AF1QipOEedrbot9DaVY8KiXTFNBHUXr-wtSaxhGR98Z8,https://lh5.googleusercontent.com/p/AF1QipPkiiMw7IYXza2hzdh7CyDBHpl35kuO-YCt2xc,//:0,https://lh5.googleusercontent.com/p/AF1QipPRAp6QNz8LyhF5JPlmaRwQDQnQeSJEJNNqDhrg,https://lh5.googleusercontent.com/p/AF1QipN1m73lQTM7w_Sl-RpM6gd9VYiiy0gabsTf9ew,//:0,https://lh5.googleusercontent.com/p/AF1QipPsk7Z9CHtMgeeL6GtFCyYW_Pq288h9MdgQDRlv,https://lh5.googleusercontent.com/p/AF1QipMpjPUkxjsmCe2-V6Tzzw4Ut8UsX8fXfvdbkZ4,,https://lh5.googleusercontent.com/p/AF1QipMNpidnx7vwilrQjLEfvOPMBUnSwLsdtVfIK2dt,https://lh5.googleusercontent.com/p/AF1QipOUh_dr8-GiQEgkcleRKTyHG5EZ4_w_fu209ok,https://lh5.googleusercontent.com/p/AF1QipOIxuQxvTp9b6IqrCyhul6PkLwjWp7IRKMCmLdH,Cafe,Dakahlia,Coffee shop
OPAA Café,"Mansoura Qism 2, El Mansoura 1, Dakahlia Governorate 7650048",29W2+67 El Mansoura 1,Not available,3.9,"1,080",Dakahlia,https://maps.app.goo.gl/q9JQnAyu2RjyEVhB8,29W2+67 El Mansoura 1,31.045563,31.350687,https://lh5.googleusercontent.com/p/AF1QipNs8maau8WhMwcvPz5S26xlaQEH8d0HPv3mgzCX,https://lh5.googleusercontent.com/p/AF1QipMz8h9ZunW7rz-42RB2f7AptL5xxgJKbSyH_RL3,https://lh5.googleusercontent.com/p/AF1QipMr-WU8yGqXaHBNVl6HXc92KvctKmzDYRx30Vkn,https://lh5.googleusercontent.com/p/AF1QipMMvd5G8oaYj5k1JEPl8ILChNig5ideF85a13XF,//:0,https://lh5.googleusercontent.com/p/AF1QipMYOFdVwSe_h7ya5zzSiC49Ytoos-gfz-pvhCb2,https://lh5.googleusercontent.com/p/AF1QipPG4BQx1MnpE1zcz7whJScMuVSIkmYU3kduDpAV,https://lh5.googleusercontent.com/p/AF1QipNnKGveMhRLebWx9z2F1ue8prrvdOO98M-DEknk,//:0,https://lh5.googleusercontent.com/p/AF1QipPDaoRGKBV__iF5PlsOU92oFq5jQH1WHxMlvWGl,https://lh5.googleusercontent.com/p/AF1QipPyx4OJ_3yGnDS2A5Bw3lA5iIvbjADAHNLN4dnw,//:0,https://lh5.googleusercontent.com/p/AF1QipNS6GuRihEmmd46co9Z_SrMP5yq34jemcNKubsN,https://lh5.googleusercontent.com/p/AF1QipOAkLCWjY1V3xvtUZWSL_OGO8KGbbmrlBqM3Q4A,//:0,https://lh5.googleusercontent.com/p/AF1QipN0srxcRpgSqBaUbswtev_FtOOK30Z-TRjxQLWa,https://lh5.googleusercontent.com/p/AF1QipP993ywCRxtaigcw-yVknB-81dDaJv0BZu8DPgb,https://lh5.googleusercontent.com/p/AF1QipOOtH1g5MdO4D5aAoN0dqC1dC6x1ma-qxY83j1g,https://lh5.googleusercontent.com/p/AF1QipOAcyLbN4fvjlSYtVdZzA8WzDLmMGOJScQbMVc,https://lh5.googleusercontent.com/p/AF1QipPrrGmDdaMF6XtG-18dpJLg3vR-iaybFS1DXvit,Cafe,Dakahlia,Coffee shop
Espresso Lab,"117 El Gomhouria St, Mansoura Qism 2, El Mansoura 1, Dakahlia Governorate 7650030",29W4+76 El Mansoura 1,Not available,4.3,293,Dakahlia,https://maps.app.goo.gl/Dek3yhr4H51EqnMu6,29W4+76 El Mansoura 1,31.045687,31.355562,https://lh5.googleusercontent.com/p/AF1QipPuy8TboAbCHeiyhjECJ_DM8_WT2mgGWFfdMRkZ,https://lh5.googleusercontent.com/p/AF1QipMwTzXboB4VijpWBsOUpdvD4dIUSgVg-q2RUBQQ,https://lh5.googleusercontent.com/p/AF1QipMikMaSumSf5Tkh8v5gAKyVpmkfm1oAc58gpSLZ,//:0,https://lh5.googleusercontent.com/p/AF1QipPLTXN8aQM1dYHMnI5mn9SEYQJvxKjQZ38ODdZw,https://lh5.googleusercontent.com/p/AF1QipNvXlEyuKX47ATEINXfcEmaHsIDcTolxRSE2BaX,https://lh5.googleusercontent.com/p/AF1QipOkkwtWZF5seUy3_DNbNFeulohgdRZPf3v-kFEx,//:0,https://lh5.googleusercontent.com/p/AF1QipNC07Q_8fQzkF85KIXgGNhb5U3KxyawaOyPNLDi,https://lh5.googleusercontent.com/p/AF1QipOhQlIFN5ocRR4nFF_68-G6Jvk8ofha9onxWfku,//:0,https://lh5.googleusercontent.com/p/AF1QipOmTWvBLL0yDf702Bv5N8KmNgopwZ51yXfGOU2f,https://lh5.googleusercontent.com/p/AF1QipO0V3JsJydvFLGqCf-ZUL9mtE9ycZc8O7YYrIez,//:0,https://lh5.googleusercontent.com/p/AF1QipP3q2slYDJR0CGwEyYYYOsG0C7chXIuqLAYfPcb,https://lh5.googleusercontent.com/p/AF1QipMMZNIEqUHfjjHgCkGq-sWp_5gN91ZWDHTd8Xg,//:0,https://lh5.googleusercontent.com/p/AF1QipPb5W23UVjFdUNiLUUFFGZzynPXlJK3PksggBSs,https://lh5.googleusercontent.com/p/AF1QipMahoNREKmB_nSVLGhHFweGw6CMl05L9amRRpmv,https://lh5.googleusercontent.com/p/AF1QipOhS3Ole8FiWduN9tZX3GDxdYhfom96o_D48RwN,Cafe,Dakahlia,Coffee shop
The Lodge Cafe,"حى الجامعة، شارع, مكه, Mansoura Qism 2, El Mansoura 1, Dakahlia Governorate",not available,Not available,4.4,30,Dakahlia,https://maps.app.goo.gl/WAsNT8YvBHtAPhnMA,29P5+2P El Mansoura 1,31.035063,31.359313,https://lh5.googleusercontent.com/p/AF1QipNvv1FI9Zf2XtntscyMf0EN6bFCJySx-9nxH645,https://lh5.googleusercontent.com/p/AF1QipPe7ONh0KtaIL2QNrubHvqhEpQryWLfBe_QDKRV,https://lh5.googleusercontent.com/p/AF1QipPZT8mSu0o15tWycEGHRxpfXbRly8CR08U47TF3,https://lh5.googleusercontent.com/p/AF1QipNT83atgR-bIKA06h4LSqw17qboEbKf9Hgk0w1E,//:0,https://lh5.googleusercontent.com/p/AF1QipPX-MWpw3QBlIUfKWm-4MrlqoROdg4t0HjG1fLO,https://lh5.googleusercontent.com/p/AF1QipNhYz4OPLgy6ViBqTPwAHyxHrrdAfZutYDPBjan,//:0,https://lh5.googleusercontent.com/p/AF1QipMRNjtm2XmFZnikkJZuBxk1QF0GMNCjoipXmFyk,https://lh5.googleusercontent.com/p/AF1QipPVs363P61sQG5gyjZI2WULrVDJPWiSiDxMjdzw,https://lh5.googleusercontent.com/p/AF1QipOqXLvAanX__-9SAhbCCrwfRHy_Gb5_WQZqU0Ks,,,,,,,,,,Cafe,Dakahlia,Cafe
Simple cafe,"Hay El-Gamaa, st, El Mansoura, Dakahlia Governorate 35511",not available,instagram.com,3.9,48,Dakahlia,https://maps.app.goo.gl/bp6cR17m2jKjYWMZ9,29J4+G9 El Mansoura,31.031312,31.355938,https://lh5.googleusercontent.com/p/AF1QipMXsF4BiN1HjPvNHNalY-cgYkO-raAqErhRc5N1,https://lh5.googleusercontent.com/p/AF1QipPFEBU6q6QA_1TRhNKHziUVdtrtqfc1weJ5adx6,https://lh5.googleusercontent.com/p/AF1QipM-Hs448wvsJQ21eehz4g9jCvue5A5biu8T5XAB,//:0,https://lh5.googleusercontent.com/p/AF1QipN4mWrOyc70Ti2nKtlXAgNqKg45bamKrtVGgnF2,https://lh5.googleusercontent.com/p/AF1QipNx55IkfGvnlo4OAZX4e1VrK62auLa1tLvSQpa4,https://lh5.googleusercontent.com/p/AF1QipN40CdYIrRAl7q-Sk6IT2ReeuvPptNDIR3Y7t4h,//:0,https://lh5.googleusercontent.com/p/AF1QipN7KNg_fROuOn-f6IymQpanBcV3hS5CFNGASTr3,https://lh5.googleusercontent.com/p/AF1QipPtRR1e6mvzStZCdN96gxfLSfdU1rvTRTFjWSwc,//:0,https://lh5.googleusercontent.com/p/AF1QipO9xG_lYuCXb6yiI9Skf9UWeVOrE89afDej2wZ7,https://lh5.googleusercontent.com/p/AF1QipPTKDBeE-pmU82ZrgmWB_CAu98f_ySW9ss4VJpF,//:0,https://lh5.googleusercontent.com/p/AF1QipMLtLLEaGOvn6pv2HOxS17AOX4ngwkv01nFSFY1,https://lh5.googleusercontent.com/p/AF1QipOU6bOGmKDH0RiyMLlQvMqX_tPrkovZCWcifJhx,//:0,https://lh5.googleusercontent.com/p/AF1QipMF03BMPtpyF-Ft1bKriVdbCGb__-PO1EdQ1d1s,https://lh5.googleusercontent.com/p/AF1QipNdkmD_mQHwhimDgpNBO53nXzUWTX6i4XKdqORI,https://lh5.googleusercontent.com/p/AF1QipN9X7p0uSE3ZlLhgHhfDGQsk50Yg-hpYdXgOozt,Cafe,Dakahlia,Cafe
Rahim Coffee - بن رحيم,"R8R7+JM6, Damas - Al Mansoura, Akhtab, Aga, Dakahlia Governorate 35773",010 18050840,https://www.facebook.com/coffe.espresso.nuts/?ref=pages_you_manage,4.4,15,Dakahlia,https://maps.app.goo.gl/SK1unQZThpnfkMT66,not available,30.84125,31.31125,https://lh5.googleusercontent.com/p/AF1QipNBHpuKgjJPs3zjl0XMskMWJqmC36WkFJPlNwFz,https://lh5.googleusercontent.com/p/AF1QipNZXaDDc91dvwasIFMqhKijqmX0EK7fZRxgNaXk,https://lh5.googleusercontent.com/p/AF1QipPNRmM8NeTO9nBH5h_vNM7geixnO88uaYP9aa55,//:0,https://lh5.googleusercontent.com/p/AF1QipMWrlWhB3xJ9u6N_XcTqsc4Nsgy02pA0qyApf5V,https://lh5.googleusercontent.com/p/AF1QipPju-nazYvP4QlbXZne2eZacw07AIrL5CGrheZ6,//:0,https://lh5.googleusercontent.com/p/AF1QipPfv4TR3YBMZK7rQvhtp-9EcJXD-iuvS4OWFHFn,https://lh5.googleusercontent.com/p/AF1QipNeC44TOLWweQabblXlWB8ERfoWW8KDIX5fjhrf,https://lh5.googleusercontent.com/p/AF1QipN1b5GIMGshxgM4sht74RgoAKJyaTARL7T1Bg-j,//:0,https://lh5.googleusercontent.com/p/AF1QipM_frUSiXVXzRlPR2WXT701q2QdJ7WXJ_1dRXDe,https://lh5.googleusercontent.com/p/AF1QipMnYCYxytuJw4JWRNy1zQHfZZrQp7ZuI24m0h4P,//:0,https://lh5.googleusercontent.com/p/AF1QipOhGMEsrVP2J-pHvmoNmKmy1Na_l9cLY3goQQ1o,https://lh5.googleusercontent.com/p/AF1QipO4EHPfp_5r_thzLUHI9xdlBoQozbf6SzEyHZ5g,https://lh5.googleusercontent.com/p/AF1QipP1t4lbepISbMsQTB6tRwJV-SA9ceJb6Ij2HLOt,,,,Cafe,Dakahlia,Espresso bar
