Name,Address,Phone number,Website,Rating,Number of ratings,Governorate,location Link,Plus code,Latitude,Longitude,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Photo 6,Photo 7,Photo 8,Photo 9,Photo 10,Photo 11,Photo 12,Photo 13,Photo 14,Photo 15,Photo 16,Photo 17,Photo 18,Photo 19,Photo 20,Category,Region,Place description
مطعم جمبرينا,"W7RG+PG7, Masr_helwan Agricultural St, Torah Al Hait (Al Balad Previous) Kotseika, Tura, Cairo Governorate 4061266",not available,Not available,5.0,5.0,Cairo,https://maps.app.goo.gl/aPeLS7ngC8fwrsUq5,not available,29.93875,31.27875,https://lh5.googleusercontent.com/p/AF1QipMNYaVu2S6BW2-XOgoaGkhEsRbi_dRQVXyoebA7,https://lh5.googleusercontent.com/p/AF1QipNxHaQIw1SQig6HN9JGfINNTfvgRFg3sEHltExR,https://lh5.googleusercontent.com/p/AF1QipNrFtMtOhhJ9YW_s1scDQUDmywlOUUedywKDrQx,https://lh5.googleusercontent.com/p/AF1QipP7-i_pqyKJsU93Wl2m0_syDeXwTqVYHPr6gfVb,https://lh5.googleusercontent.com/p/AF1QipMKRUEhySRDwDtKF-guSgYw9ykvjN8iJp__odOx,//:0,https://lh5.googleusercontent.com/p/AF1QipO2cgBSDn1tCIDND_80-SpytM35Xg_52Hg_XZOg,https://lh5.googleusercontent.com/p/AF1QipORC1jIlCip8LBGz0mzbo1QNT5NO6TQ0BYP1Dlx,https://lh5.googleusercontent.com/p/AF1QipNbSG9nZ2C6Q3Yfq7XvUxBpliVqDfIEtStjXPOz,https://lh5.googleusercontent.com/p/AF1QipOcDerSsozYu0z2tol0_JIBCrvIuPDh8aY7UNnt,https://lh5.googleusercontent.com/p/AF1QipNdjxvW7cvJDFP-nWLwlhrgFMpvUwwDN64JmJZt,https://lh5.googleusercontent.com/p/AF1QipMpQTpepehUg-7KGPyYTV2qRbdcxHTBVE-jPiWz,,,,,,,,,restaurant,Tura,Seafood restaurant
Arzak,"W7MM+V6F, Torah Al Hait (Al Balad Previous) Kotseika, Tura, Cairo Governorate 4062120",not available,Not available,4.0,49.0,Cairo,https://maps.app.goo.gl/LSaEuTycH2yhMrTbA,not available,29.934688,31.283062,,,,,,,,,,,,,,,,,,,,,restaurant,Tura,Barbecue restaurant
كشرى نجمة كوتسيكا.... إدارة أولاد الحاج مصطفى عبده,"طريق مصر حلوان الزراعي 107ش مصر حلوان الزراعي كوتسيكا المعادي, Tura",010 30165057,Not available,3.8,283.0,Cairo,https://maps.app.goo.gl/idddEfk8FZtgGJgHA,W7PJ+9C Tura,25.935938,90.281063,https://lh5.googleusercontent.com/p/AF1QipMzXBq1ZQdfpdF2q5iSOItcoRDmthK-BEzwlT_w,https://lh5.googleusercontent.com/p/AF1QipNdkK558uAv-KULFq9n_z1212-ib3DzRjdwzmGm,https://lh5.googleusercontent.com/p/AF1QipN1WYy6rkxqgY6KSf2jIAEMEy-WR41ZfmoGVWUV,//:0,https://lh5.googleusercontent.com/p/AF1QipMTSgHEBoGmBizLEv8nArEkRO_DTd6-iMC076Z8,https://lh5.googleusercontent.com/p/AF1QipMM3s-zmXIT0tdow_f2MPrPbZO-YsKT2xNIsT_l,https://lh5.googleusercontent.com/p/AF1QipOEES7PvU9lGXd3OhFVNCtPDcnwvUfoh0i5eWpk,//:0,https://lh5.googleusercontent.com/p/AF1QipOpQFWy6ZB0wig3nqV9TrFtOjMszeLT9GLyYzqM,//lh6.googleusercontent.com/xtAREPBs8BGU0TNVKI05a7Vhdk3sQ4PWPo6Uc8DRgs0e5WRRbRtSsqKxQ1n0UIin,//:0,https://lh5.googleusercontent.com/p/AF1QipPWN2P8e4uT-n2MBgosLudAxiQhPYX0ht5hnmzt,https://lh5.googleusercontent.com/p/AF1QipN9kmsXZEUosiTO6p7OfZls3-CGPvwK64djQlDb,https://lh5.googleusercontent.com/p/AF1QipPTyiU9homxnxjNoI29WYlQ5n0ibdduL95ynUJB,//:0,https://lh5.googleusercontent.com/p/AF1QipPd-aJwTDYTmE-7XjX1Dg3_M8kKjvuDfZ9ZGbFO,https://lh5.googleusercontent.com/p/AF1QipMNWNYjPzl-9Rv3mwkQVCWh-Kc0H59p5GjhTQ8r,https://lh5.googleusercontent.com/p/AF1QipNJgShIYmV9ddG2pLseSenhUDGXQ-k0eE5_eXa-,https://lh5.googleusercontent.com/p/AF1QipN5eoD6b5xHdE3Asi4T6l0lK0Me5FG63mh0xynr,https://lh5.googleusercontent.com/p/AF1QipPjwlLiLbENf12-Fe-NW0e_Pe47iVwX7pLkJdsI,restaurant,Tura,Koshari restaurant
Molotof,"W7QJ+WC7, Manegment, Al Hagarah, Tura, Cairo Governorate 4062231",011 24222091,Not available,4.6,5.0,Cairo,https://maps.app.goo.gl/mkMDC1a2T3ukDsup8,not available,29.939437,31.282438,https://lh5.googleusercontent.com/p/AF1QipM9OiftEMXVDHvXlKwc39Db2pGa_TxxsVW1SrJd,https://lh5.googleusercontent.com/p/AF1QipN46yKpo5h6kDokVkPrIx1Waw9lsr3zo3Nkv635,,,,,,,,,,,,,,,,,,,restaurant,Tura,Fried chicken takeaway
فطاطرى الرحاب,"149 Cairo_helwan Agricultural Rd, Maadi as Sarayat Al Gharbeyah, Tura, Cairo Governorate 4062403",02 27635400,yellowpages.com.eg,4.1,18.0,Cairo,https://maps.app.goo.gl/SXunmS6qcTBvK3Mx6,W7X9+WV Tura,25.949813,90.269688,,,,,,,,,,,,,,,,,,,,,restaurant,Tura,Restaurant
Maestro,"طرة الحيط (البلد سابقاً) كÙامام نادي فينسيا كورنيش المعادي, Tura",02 27008687,elmenus.com,3.6,54.0,Cairo,https://maps.app.goo.gl/J5AHcgRBhjyf6Nqr8,W7RG+33 Tura,25.940188,90.275188,//lh6.googleusercontent.com/kf9OfGOshpfHCKapJaTLajW6MY4lM9MU9rniz3pxVcsEUaRirlkcbnZCWt8Ib48,//lh3.googleusercontent.com/gW9vG-IIh-7b6TrOrGSY9eYgy0eTadkeEmrxn91FOPTebN-Q3AzwLfJyBQo38kTJOw,https://lh5.googleusercontent.com/p/AF1QipM7Igs30Z8K9iQ9lUhQNIRQBg9q2e6cs9PJP7qA,https://lh5.googleusercontent.com/p/AF1QipM5gdDLIIifzc9WL_26AoKAy4oLpMUUaMHmDKVH,,,,,,,,,,,,,,,,,restaurant,Tura,Sandwich shop
Al-Gazzar Grill House,"W7X8+8VC، معادي الخبيري الشرقية، حي المعادي،, Tura, Cairo Governorate",011 47162590,Not available,3.4,5.0,Cairo,https://maps.app.goo.gl/tsLihy3ASo5FqsCSA,not available,29.948313,31.267187,,,,,,,,,,,,,,,,,,,,,restaurant,Tura,Restaurant
El Andalus Fish,"El-Zahraa, Tura, Cairo Governorate 4063002",010 16864143,Not available,,,Cairo,https://maps.app.goo.gl/3dXAhfUXhHvtxy75A,not available,30.221063,31.482687,,,,,,,,,,,,,,,,,,,,,restaurant,Tura,Fish & chips restaurant
Arzaq,"W72Q+F3M, Al Maasarah Al Balad, Qesm Helwan, Cairo Governorate 4040320",02 23765555,Not available,3.8,694.0,Cairo,https://maps.app.goo.gl/rpHFb5R2nMqx6Av57,not available,29.901187,31.287687,https://lh5.googleusercontent.com/p/AF1QipPbsAm7r49SxlFenTaf-7LlvWLJ6GK8xVId400x,https://lh5.googleusercontent.com/p/AF1QipPKHdJNw56MGrStm9lzvRueUfrWvkT6HG2JWqms,https://lh5.googleusercontent.com/p/AF1QipPOXnN2fusfYI0SshX2tQSs20SX0A2YIidgCIQ5,https://lh5.googleusercontent.com/p/AF1QipNpyKdDB1I8IdaLy2P8feJs8N5b7yfNqegQo8iu,//:0,https://lh5.googleusercontent.com/p/AF1QipM5jXEAKPvwJL_BSzkTRCOEp5-c3fQV868cM6AM,https://lh5.googleusercontent.com/p/AF1QipOqEseEv5hp8WN5scjBo-U4FUNa4WzUBakrVzWS,https://lh5.googleusercontent.com/p/AF1QipM_WK4DqdT9KU5XHDDUAgIlj_JdfHLREdSpeH-r,https://lh5.googleusercontent.com/p/AF1QipOkYbpx81fwHejg0ioKVOMWhtkEw-J1aH27hv5W,//:0,https://lh5.googleusercontent.com/p/AF1QipMP0uAwztGnx6YSKOImBSU8XX54HYGNp2eHS2bP,https://lh5.googleusercontent.com/p/AF1QipPlEncdLX4RAMQh06yTAlzsGrx9g7TY_0Djuvhl,https://lh5.googleusercontent.com/p/AF1QipMiyci2CPUULMhqRZSTfV3QYw7WspLErpoU6ik6,//:0,https://lh5.googleusercontent.com/p/AF1QipOkl56tN9Pui4nlffgjnjf8Il-GnO3UzG2yFX1o,https://lh5.googleusercontent.com/p/AF1QipNyT9MRubeVTAganH9ePSCr_PQw9XndfyaQuDB4,//:0,https://lh5.googleusercontent.com/p/AF1QipN4i_8IKUpPBWpIKmqKY9t0sBgAHCFtXo4Qw_bt,https://lh5.googleusercontent.com/p/AF1QipOya6VkSbmxKf6Z3HGZ0Dh-FilzbWesXsCEqEEt,https://lh5.googleusercontent.com/p/AF1QipPBOh1zEdabfjnSyQxZTP8aK9PeLDrWectPDmj6,restaurant,Tura,Restaurant
Wempy el gabal ومبى الجبل,"W8X3+5HJ, El-Zahraa, Tura, Cairo Governorate 4064003",not available,Not available,4.5,4.0,Cairo,https://maps.app.goo.gl/QnGRvTkTX2EdoV3m9,not available,29.947938,31.303937,https://lh5.googleusercontent.com/p/AF1QipMoUK1m4rG1ry6Ue7A9Un54jKmA6RW8H7A_RAEv,https://lh5.googleusercontent.com/p/AF1QipOdcoLxa6jvOppEe5G67_cZLEQ0LA4aNaBF5C2X,,,,,,,,,,,,,,,,,,,restaurant,Tura,Fast food restaurant
Adwaa El Madina For B.B.Q,"El-Zahraa, Tura, Cairo Governorate 4063002",010 02589777,yellowpages.com.eg,4.5,2.0,Cairo,https://maps.app.goo.gl/iN5ZCtmmDtTBfpCAA,not available,30.218438,31.472437,,,,,,,,,,,,,,,,,,,,,restaurant,Tura,Barbecue restaurant
El shemy,"14 شارع مصر حلوان الزراعى - ارض الجاويش - قسم طرة البلد أمام نفق كوتسيكا, Cairo Governorate",011 49358488,Not available,4.0,11.0,Cairo,https://maps.app.goo.gl/eNrrdLweLvx4KYjW6,W7PH+VV Tura,25.937188,90.279687,//lh4.googleusercontent.com/A5-B1N9Hkde39Vzq6vkiTmiftn4qDWwv1g4jr4ptrPiTCUYtpctmKJ7Oq5OfIV0,//lh3.googleusercontent.com/3Bwv8-3AzlMpDXYkPf3yJQH5hSC0KNc7x7hMCREpEXwjGIyWjWXZX9h87hJDNbU,//lh3.googleusercontent.com/vJdnzhxDLIPfgOlDbruUt7eAnFppUWE_RaFV_H33yvHQ7xMFAw-1T4ylbgpX6HGB,,,,,,,,,,,,,,,,,,restaurant,Tura,Sandwich shop
Fawzy Restaurant,"El-Zahraa, Tura, Cairo Governorate 4063002",010 91491410,Not available,5.0,1.0,Cairo,https://maps.app.goo.gl/RmS6VJBz3wnMb5BP6,not available,30.218438,31.472437,https://lh5.googleusercontent.com/p/AF1QipOD-F4RELY7xy5FUgLUd-dfTD4Lxn0nnDPQD70-,,,,,,,,,,,,,,,,,,,,restaurant,Tura,Restaurant
Crepeton,"X7FH+RGX, Street 263, Ezbet Fahmy, El Basatin, Cairo Governorate 4234033",011 15804449,https://www.facebook.com/crepeton.res,4.3,55.0,Cairo,https://maps.app.goo.gl/VeFcXtEEq4b7pdMX6,not available,29.972187,31.277687,https://lh5.googleusercontent.com/p/AF1QipNeVhRQerzUircxlh0key5BCHHMgaLGhaR3Tfwl,https://lh5.googleusercontent.com/p/AF1QipMu8WYD2WUXSfu47T0BJSvXm4P90dDaMRflvYg,https://lh5.googleusercontent.com/p/AF1QipOUHXAAPtuuCHCtOls05VX5XQDsOUwlZ9iuxjU,https://lh5.googleusercontent.com/p/AF1QipMwGumwHHVFjA6knWvAp-gI3BC1yRm43bKi8hQT,//:0,https://lh5.googleusercontent.com/p/AF1QipOGsl0kv4JMFZ9gKZpl8g6Z4pPk2QfhVxWbg2rf,https://lh5.googleusercontent.com/p/AF1QipPgznk6GQu6egrp5QnaWpuDLJvV7jrl2aMxzh0K,//:0,https://lh5.googleusercontent.com/p/AF1QipMkMEM9YoEmicG22dIgWTxU5O0yUNp1IBP6u74M,https://lh5.googleusercontent.com/p/AF1QipNKZxGGWtZB1DNFN3KROJPwz12XB37xj2WQBN9Q,//:0,https://lh5.googleusercontent.com/p/AF1QipN6a05hEpru7KLNE6Oov_eBuIsUVi06tckPTMc,https://lh5.googleusercontent.com/p/AF1QipMSpyHFFzKM7tJlSSK_V8nA8UQkR7iHrc2hlnk_,//:0,https://lh5.googleusercontent.com/p/AF1QipP23ezbq4tc8SWzJsSBr6Emtv-I7ow02TXfQWXW,https://lh5.googleusercontent.com/p/AF1QipOQjjrhQdfFD-BUORZDSycXdoeGLwL4NrThJsBl,//:0,https://lh5.googleusercontent.com/p/AF1QipNnVbZfHiu_xAPa5MhAS4WjKCQ_FZcs3RLYBAS1,https://lh5.googleusercontent.com/p/AF1QipP3sTHclQO8tUfXPoArfKwvhZr_1Ix1zpgcdPYn,https://lh5.googleusercontent.com/p/AF1QipPXDYJubwk9K3QpjZ6rTurT6UKDZYXtEITdgLQ,restaurant,Tura,Restaurant
The Red Door Cafe Tura,"Lower babupara, Tura, Meghalaya 794001, India",+91 97746 57253,business.site,3.8,310.0,Cairo,https://maps.app.goo.gl/1wubGb76P1VFGTtk6,"G67C+V9 Tura, Meghalaya, India",25.514688,90.220938,https://lh5.googleusercontent.com/p/AF1QipP9AiScUU3eelc-L7PxBfO3eszoj47-spHXmTag,https://lh5.googleusercontent.com/p/AF1QipN-EPV4n65KQjF46gCnOqsxoN0-Cm4Dlf4zOWgP,https://lh5.googleusercontent.com/p/AF1QipPvDsI83bqwCGbGQa5AKiFCxKQB1Sf3C5JNX2Kc,https://lh5.googleusercontent.com/p/AF1QipMeKCH1vj6ID-3Rac6sbo6pCl7EeXOqU6SvTzFT,https://lh5.googleusercontent.com/p/AF1QipOjwkDj4N_7fiF1HL4MJsJlOcLRBaDKbmuQ9GRA,//:0,https://lh5.googleusercontent.com/p/AF1QipNBLX9-wi_o94bKpjlnzxomhnx7idJeyC0B5XtO,https://lh5.googleusercontent.com/p/AF1QipPGWMq5Hw55Gd2yifH5DPdthljUpzi96fNazAhv,//:0,https://lh5.googleusercontent.com/p/AF1QipPaRArVorp2hZ7mLjkfMhSVQSag9vzeIct2w7xJ,https://lh5.googleusercontent.com/p/AF1QipOSk80LBWegC7AAiE7BYgknoXg04IE6eO1qFEXW,//:0,https://lh5.googleusercontent.com/p/AF1QipOHQHZDHPi_fFOd3vRRLeOSSOpG3BpEyRPqpbpb,https://lh5.googleusercontent.com/p/AF1QipOWJbPQmS7_yQp0iRHNjDET6Fh_bGysXmBLot_K,https://lh5.googleusercontent.com/p/AF1QipPHB-tFZrxjMm6GcAIDvAG7nymQ3jNKcalkk-8S,//:0,https://lh5.googleusercontent.com/p/AF1QipPBoLAKPG1khzP2c3wvmCQMbfdMwE-swIW9uAj8,https://lh5.googleusercontent.com/p/AF1QipOet2c3tTiLYXZdZpX0NNRd6vWq6yyMfghoBj2n,https://lh5.googleusercontent.com/p/AF1QipOsZ9cfUJo63A8th9Cr2lh8i0eo7Y58SUVzAnbN,https://lh5.googleusercontent.com/p/AF1QipNwhANGfy6Dz-Tgy9Jykvo-1-2Wp6-59dTnWg-h,restaurant,Tura,Restaurant
